address_id,line1,city,province_name,postal_code,country_code
1061,Calle 8534,CABA,Buenos Aires,1388,AR
1062,Calle 5616,Santa Fe,Santa Fe,5068,AR
1063,Calle 8544,Villa Carlos Paz,Córdoba,1099,AR
1064,Calle 3154,Rosario,Santa Fe,4345,AR
1065,Calle 8993,Mar del Plata,Buenos Aires,7983,AR
1066,Calle 3237,Mar del Plata,Buenos Aires,5079,AR
1067,Calle 3300,La Plata,Buenos Aires,6891,AR
1068,Calle 7232,La Plata,Buenos Aires,3553,AR
1069,Calle 7003,La Plata,Buenos Aires,3878,AR
1070,Calle 7432,La Plata,Buenos Aires,2178,AR
1071,Calle 3207,La Plata,Buenos Aires,1210,AR
1072,Calle 8052,Villa Carlos Paz,Córdoba,7113,AR
1073,Calle 9639,Mar del Plata,Buenos Aires,3039,AR
1074,Calle 3183,Mendoza,Mendoza,9349,AR
1075,Calle 946,Villa Carlos Paz,Córdoba,5043,AR
1076,Calle 463,La Plata,Buenos Aires,5281,AR
1077,Calle 4167,Mendoza,Mendoza,1202,AR
1078,Calle 6298,Rafaela,Santa Fe,9495,AR
1079,Calle 6994,Rosario,Santa Fe,9202,AR
1080,Calle 9603,Villa Carlos Paz,Córdoba,2456,AR
1081,Calle 2339,Villa Carlos Paz,Córdoba,7520,AR
1082,Calle 8057,CABA,Buenos Aires,7845,AR
1083,Calle 7061,La Plata,Buenos Aires,4053,AR
1084,Calle 8235,CABA,Buenos Aires,4041,AR
1085,Calle 3144,CABA,Buenos Aires,2789,AR
1086,Calle 6189,CABA,Buenos Aires,6605,AR
1087,Calle 7950,Villa Carlos Paz,Córdoba,2000,AR
1088,Calle 9543,Rosario,Santa Fe,9557,AR
1089,Calle 4356,Mar del Plata,Buenos Aires,8036,AR
1090,Calle 5165,La Plata,Buenos Aires,7200,AR
1091,Calle 1642,Godoy Cruz,Mendoza,3275,AR
1092,Calle 4579,Río Cuarto,Córdoba,8404,AR
1093,Calle 3080,Mar del Plata,Buenos Aires,1272,AR
1094,Calle 5334,Rafaela,Santa Fe,8938,AR
1095,Calle 5708,Córdoba,Córdoba,7305,AR
1096,Calle 2346,Río Cuarto,Córdoba,3094,AR
1097,Calle 8991,Santa Fe,Santa Fe,2895,AR
1098,Calle 3988,Córdoba,Córdoba,2728,AR
1099,Calle 2626,Mendoza,Mendoza,4610,AR
1100,Calle 2017,Río Cuarto,Córdoba,2481,AR
1101,Calle 9842,Rafaela,Santa Fe,7176,AR
1102,Calle 7160,Río Cuarto,Córdoba,2895,AR
1103,Calle 5575,CABA,Buenos Aires,2902,AR
1104,Calle 6230,La Plata,Buenos Aires,6092,AR
1105,Calle 6360,Córdoba,Córdoba,3069,AR
1106,Calle 3640,Río Cuarto,Córdoba,9819,AR
1107,Calle 3587,La Plata,Buenos Aires,3415,AR
1108,Calle 563,Mar del Plata,Buenos Aires,9230,AR
1109,Calle 9404,Mar del Plata,Buenos Aires,9110,AR
1110,Calle 964,Villa Carlos Paz,Córdoba,4687,AR
1111,Calle 7988,Mendoza,Mendoza,3608,AR
1112,Calle 6922,La Plata,Buenos Aires,7412,AR
1113,Calle 4638,Mar del Plata,Buenos Aires,9978,AR
1114,Calle 9510,La Plata,Buenos Aires,8496,AR
1115,Calle 7905,Villa Carlos Paz,Córdoba,4573,AR
1116,Calle 5935,Córdoba,Córdoba,3418,AR
1117,Calle 2757,Godoy Cruz,Mendoza,8763,AR
1118,Calle 8445,Mendoza,Mendoza,3434,AR
1119,Calle 3947,CABA,Buenos Aires,3826,AR
1120,Calle 1469,Rafaela,Santa Fe,5509,AR
1121,Calle 1911,CABA,Buenos Aires,9351,AR
1122,Calle 9382,Mar del Plata,Buenos Aires,3967,AR
1123,Calle 7106,Mar del Plata,Buenos Aires,2629,AR
1124,Calle 3030,Mar del Plata,Buenos Aires,7451,AR
1125,Calle 8005,Rafaela,Santa Fe,4399,AR
1126,Calle 2949,Mar del Plata,Buenos Aires,6149,AR
1127,Calle 3379,Mar del Plata,Buenos Aires,5206,AR
1128,Calle 8293,CABA,Buenos Aires,7931,AR
1129,Calle 8511,CABA,Buenos Aires,3291,AR
1130,Calle 5770,Río Cuarto,Córdoba,2622,AR
1131,Calle 2322,CABA,Buenos Aires,4539,AR
1132,Calle 6915,Mar del Plata,Buenos Aires,5270,AR
1133,Calle 6555,Córdoba,Córdoba,7968,AR
1134,Calle 4414,CABA,Buenos Aires,7097,AR
1135,Calle 9912,Río Cuarto,Córdoba,6183,AR
1136,Calle 4056,Mar del Plata,Buenos Aires,9707,AR
1137,Calle 1081,Villa Carlos Paz,Córdoba,6944,AR
1138,Calle 3699,Rosario,Santa Fe,7179,AR
1139,Calle 2024,CABA,Buenos Aires,9021,AR
1140,Calle 9375,Mar del Plata,Buenos Aires,2623,AR
1141,Calle 2961,La Plata,Buenos Aires,8812,AR
1142,Calle 8415,Mar del Plata,Buenos Aires,3337,AR
1143,Calle 867,Villa Carlos Paz,Córdoba,5081,AR
1144,Calle 7192,Córdoba,Córdoba,5519,AR
1145,Calle 3749,Mar del Plata,Buenos Aires,6007,AR
1146,Calle 1303,Rosario,Santa Fe,2534,AR
1147,Calle 4684,Córdoba,Córdoba,7946,AR
1148,Calle 7859,Mendoza,Mendoza,7643,AR
1149,Calle 120,Río Cuarto,Córdoba,5001,AR
1150,Calle 9952,Córdoba,Córdoba,3864,AR
1151,Calle 8417,CABA,Buenos Aires,9118,AR
1152,Calle 5538,CABA,Buenos Aires,5752,AR
1153,Calle 3491,La Plata,Buenos Aires,4562,AR
1154,Calle 8447,San Rafael,Mendoza,1942,AR
1155,Calle 5383,La Plata,Buenos Aires,1084,AR
1156,Calle 6588,Rosario,Santa Fe,8058,AR
1157,Calle 8427,Mar del Plata,Buenos Aires,8985,AR
1158,Calle 4099,Mar del Plata,Buenos Aires,7132,AR
1159,Calle 8789,CABA,Buenos Aires,8198,AR
1160,Calle 7111,Mar del Plata,Buenos Aires,2813,AR
1161,Calle 6465,CABA,Buenos Aires,1517,AR
1162,Calle 4355,Villa Carlos Paz,Córdoba,9119,AR
1163,Calle 8223,La Plata,Buenos Aires,3153,AR
1164,Calle 2067,Mendoza,Mendoza,4874,AR
1165,Calle 7040,Villa Carlos Paz,Córdoba,8116,AR
1166,Calle 1354,La Plata,Buenos Aires,9376,AR
1167,Calle 4318,CABA,Buenos Aires,4250,AR
1168,Calle 8231,Córdoba,Córdoba,3436,AR
1169,Calle 629,La Plata,Buenos Aires,7984,AR
1170,Calle 835,Córdoba,Córdoba,4791,AR
1171,Calle 1006,La Plata,Buenos Aires,5985,AR
1172,Calle 5752,La Plata,Buenos Aires,6240,AR
1173,Calle 855,CABA,Buenos Aires,4473,AR
1174,Calle 1651,Mar del Plata,Buenos Aires,9049,AR
1175,Calle 1588,CABA,Buenos Aires,6426,AR
1176,Calle 9649,Villa Carlos Paz,Córdoba,4903,AR
1177,Calle 1430,La Plata,Buenos Aires,1672,AR
1178,Calle 1617,La Plata,Buenos Aires,5939,AR
1179,Calle 8742,Mendoza,Mendoza,3094,AR
1180,Calle 4138,Mar del Plata,Buenos Aires,8347,AR
1181,Calle 7911,Mendoza,Mendoza,3735,AR
1182,Calle 4746,Córdoba,Córdoba,4116,AR
1183,Calle 8413,Mar del Plata,Buenos Aires,9344,AR
1184,Calle 6568,Villa Carlos Paz,Córdoba,4015,AR
1185,Calle 9702,CABA,Buenos Aires,9254,AR
1186,Calle 4856,CABA,Buenos Aires,3803,AR
1187,Calle 4782,CABA,Buenos Aires,5550,AR
1188,Calle 4080,CABA,Buenos Aires,1022,AR
1189,Calle 5318,Villa Carlos Paz,Córdoba,3189,AR
1190,Calle 5319,Santa Fe,Santa Fe,6824,AR
1191,Calle 2896,Villa Carlos Paz,Córdoba,7258,AR
1192,Calle 9902,Rafaela,Santa Fe,4614,AR
1193,Calle 6480,Mar del Plata,Buenos Aires,8109,AR
1194,Calle 1536,La Plata,Buenos Aires,4031,AR
1195,Calle 2956,La Plata,Buenos Aires,6081,AR
1196,Calle 9959,Santa Fe,Santa Fe,2180,AR
1197,Calle 6595,Mar del Plata,Buenos Aires,1193,AR
1198,Calle 1803,CABA,Buenos Aires,3165,AR
1199,Calle 2337,Santa Fe,Santa Fe,1153,AR
1200,Calle 1393,La Plata,Buenos Aires,8279,AR
1201,Calle 2532,La Plata,Buenos Aires,9906,AR
1202,Calle 1685,CABA,Buenos Aires,9381,AR
1203,Calle 394,CABA,Buenos Aires,3414,AR
1204,Calle 6304,Córdoba,Córdoba,9057,AR
1205,Calle 1667,Mendoza,Mendoza,6467,AR
1206,Calle 711,CABA,Buenos Aires,8022,AR
1207,Calle 6968,CABA,Buenos Aires,5702,AR
1208,Calle 8180,Santa Fe,Santa Fe,2251,AR
1209,Calle 2402,Rosario,Santa Fe,8318,AR
1210,Calle 9468,Rosario,Santa Fe,3370,AR
1211,Calle 2980,CABA,Buenos Aires,9097,AR
1212,Calle 9859,La Plata,Buenos Aires,5028,AR
1213,Calle 8827,La Plata,Buenos Aires,7301,AR
1214,Calle 8634,Villa Carlos Paz,Córdoba,2429,AR
1215,Calle 282,CABA,Buenos Aires,3188,AR
1216,Calle 5913,La Plata,Buenos Aires,3361,AR
1217,Calle 3974,Godoy Cruz,Mendoza,3257,AR
1218,Calle 2345,San Rafael,Mendoza,7958,AR
1219,Calle 9530,CABA,Buenos Aires,1494,AR
1220,Calle 4015,CABA,Buenos Aires,3452,AR
1221,Calle 8642,CABA,Buenos Aires,7742,AR
1222,Calle 217,Mar del Plata,Buenos Aires,1983,AR
1223,Calle 8246,Córdoba,Córdoba,7940,AR
1224,Calle 9373,Villa Carlos Paz,Córdoba,7941,AR
1225,Calle 8545,CABA,Buenos Aires,7560,AR
1226,Calle 9164,CABA,Buenos Aires,8821,AR
1227,Calle 6234,Villa Carlos Paz,Córdoba,7950,AR
1228,Calle 1275,CABA,Buenos Aires,1459,AR
1229,Calle 1745,Mar del Plata,Buenos Aires,6064,AR
1230,Calle 531,Río Cuarto,Córdoba,1735,AR
1231,Calle 749,Godoy Cruz,Mendoza,6056,AR
1232,Calle 6524,Godoy Cruz,Mendoza,7400,AR
1233,Calle 1596,San Rafael,Mendoza,9227,AR
1234,Calle 7815,La Plata,Buenos Aires,3641,AR
1235,Calle 1529,Córdoba,Córdoba,3307,AR
1236,Calle 8460,San Rafael,Mendoza,8331,AR
1237,Calle 7060,La Plata,Buenos Aires,4917,AR
1238,Calle 1229,San Rafael,Mendoza,2595,AR
1239,Calle 8965,La Plata,Buenos Aires,8451,AR
1240,Calle 2646,La Plata,Buenos Aires,6789,AR
1241,Calle 7549,Mar del Plata,Buenos Aires,8242,AR
1242,Calle 8000,San Rafael,Mendoza,7568,AR
1243,Calle 2114,Rafaela,Santa Fe,7122,AR
1244,Calle 7375,Río Cuarto,Córdoba,1934,AR
1245,Calle 131,Río Cuarto,Córdoba,7157,AR
1246,Calle 3655,Córdoba,Córdoba,6716,AR
1247,Calle 7617,Mar del Plata,Buenos Aires,2775,AR
1248,Calle 6579,Rosario,Santa Fe,6610,AR
1249,Calle 7803,Mar del Plata,Buenos Aires,1627,AR
1250,Calle 2385,La Plata,Buenos Aires,1513,AR
1251,Calle 7047,La Plata,Buenos Aires,4465,AR
1252,Calle 6930,San Rafael,Mendoza,2369,AR
1253,Calle 1339,La Plata,Buenos Aires,7876,AR
1254,Calle 3016,La Plata,Buenos Aires,6603,AR
1255,Calle 6867,La Plata,Buenos Aires,8156,AR
1256,Calle 6376,San Rafael,Mendoza,2274,AR
1257,Calle 5186,Mar del Plata,Buenos Aires,3416,AR
1258,Calle 6659,Rosario,Santa Fe,8381,AR
1259,Calle 9477,Río Cuarto,Córdoba,4074,AR
1260,Calle 9846,Córdoba,Córdoba,4436,AR
1261,Calle 236,San Rafael,Mendoza,5947,AR
1262,Calle 8178,CABA,Buenos Aires,7723,AR
1263,Calle 6978,Mar del Plata,Buenos Aires,3880,AR
1264,Calle 9057,CABA,Buenos Aires,7251,AR
1265,Calle 7168,Rafaela,Santa Fe,2435,AR
1266,Calle 6739,CABA,Buenos Aires,8276,AR
1267,Calle 4750,Córdoba,Córdoba,8448,AR
1268,Calle 7694,CABA,Buenos Aires,7765,AR
1269,Calle 3669,La Plata,Buenos Aires,5333,AR
1270,Calle 3958,Santa Fe,Santa Fe,1254,AR
1271,Calle 8503,La Plata,Buenos Aires,6490,AR
1272,Calle 3963,Godoy Cruz,Mendoza,7444,AR
1273,Calle 7031,Rafaela,Santa Fe,3846,AR
1274,Calle 2596,San Rafael,Mendoza,3069,AR
1275,Calle 6423,Mar del Plata,Buenos Aires,6282,AR
1276,Calle 7167,CABA,Buenos Aires,1455,AR
1277,Calle 9369,Mendoza,Mendoza,8433,AR
1278,Calle 3634,Mar del Plata,Buenos Aires,7194,AR
1279,Calle 1360,Villa Carlos Paz,Córdoba,2694,AR
1280,Calle 2011,Mar del Plata,Buenos Aires,5292,AR
1281,Calle 5922,La Plata,Buenos Aires,9045,AR
1282,Calle 1251,La Plata,Buenos Aires,7148,AR
1283,Calle 2640,Villa Carlos Paz,Córdoba,3927,AR
1284,Calle 5682,La Plata,Buenos Aires,3595,AR
1285,Calle 3160,Córdoba,Córdoba,9486,AR
1286,Calle 5979,Rosario,Santa Fe,6366,AR
1287,Calle 2074,Mar del Plata,Buenos Aires,4264,AR
1288,Calle 4823,Mar del Plata,Buenos Aires,8144,AR
1289,Calle 4098,Mendoza,Mendoza,7436,AR
1290,Calle 5106,Río Cuarto,Córdoba,8101,AR
1291,Calle 4452,Mar del Plata,Buenos Aires,7275,AR
1292,Calle 6127,La Plata,Buenos Aires,3740,AR
1293,Calle 9616,Godoy Cruz,Mendoza,7525,AR
1294,Calle 7036,La Plata,Buenos Aires,2190,AR
1295,Calle 2377,Villa Carlos Paz,Córdoba,6219,AR
1296,Calle 7625,Córdoba,Córdoba,2085,AR
1297,Calle 8639,CABA,Buenos Aires,2225,AR
1298,Calle 5207,Villa Carlos Paz,Córdoba,1813,AR
1299,Calle 6902,La Plata,Buenos Aires,3803,AR
1300,Calle 9444,Córdoba,Córdoba,1076,AR
1301,Calle 607,La Plata,Buenos Aires,6527,AR
1302,Calle 6801,CABA,Buenos Aires,6196,AR
1303,Calle 5132,Mar del Plata,Buenos Aires,7444,AR
1304,Calle 8083,Villa Carlos Paz,Córdoba,2683,AR
1305,Calle 2274,CABA,Buenos Aires,4708,AR
1306,Calle 6044,Mar del Plata,Buenos Aires,5254,AR
1307,Calle 1230,La Plata,Buenos Aires,5422,AR
1308,Calle 7549,San Rafael,Mendoza,3424,AR
1309,Calle 2005,Río Cuarto,Córdoba,8830,AR
1310,Calle 7909,Godoy Cruz,Mendoza,5853,AR
1311,Calle 3374,CABA,Buenos Aires,9103,AR
1312,Calle 3542,Mar del Plata,Buenos Aires,8989,AR
1313,Calle 8645,Mar del Plata,Buenos Aires,8438,AR
1314,Calle 2131,Rosario,Santa Fe,8412,AR
1315,Calle 3080,La Plata,Buenos Aires,3690,AR
1316,Calle 1673,San Rafael,Mendoza,2805,AR
1317,Calle 3065,La Plata,Buenos Aires,9698,AR
1318,Calle 9017,CABA,Buenos Aires,4474,AR
1319,Calle 8322,La Plata,Buenos Aires,5466,AR
1320,Calle 6268,Mar del Plata,Buenos Aires,5816,AR
1321,Calle 4521,Mar del Plata,Buenos Aires,9497,AR
1322,Calle 4079,CABA,Buenos Aires,1870,AR
1323,Calle 1079,Córdoba,Córdoba,4710,AR
1324,Calle 3603,CABA,Buenos Aires,9112,AR
1325,Calle 5696,CABA,Buenos Aires,1050,AR
1326,Calle 7812,Mar del Plata,Buenos Aires,3789,AR
1327,Calle 3070,Córdoba,Córdoba,1208,AR
1328,Calle 2909,CABA,Buenos Aires,1159,AR
1329,Calle 17,San Rafael,Mendoza,2792,AR
1330,Calle 4763,Rafaela,Santa Fe,3401,AR
1331,Calle 5500,Mar del Plata,Buenos Aires,9940,AR
1332,Calle 5969,Villa Carlos Paz,Córdoba,5933,AR
1333,Calle 9761,Rafaela,Santa Fe,9508,AR
1334,Calle 3609,La Plata,Buenos Aires,9156,AR
1335,Calle 7057,Mar del Plata,Buenos Aires,4175,AR
1336,Calle 8928,Villa Carlos Paz,Córdoba,5346,AR
1337,Calle 9653,Santa Fe,Santa Fe,4122,AR
1338,Calle 5625,Río Cuarto,Córdoba,8455,AR
1339,Calle 8175,CABA,Buenos Aires,3461,AR
1340,Calle 9145,San Rafael,Mendoza,8976,AR
1341,Calle 256,La Plata,Buenos Aires,5636,AR
1342,Calle 84,La Plata,Buenos Aires,1817,AR
1343,Calle 8225,La Plata,Buenos Aires,2409,AR
1344,Calle 3224,Mar del Plata,Buenos Aires,5764,AR
1345,Calle 4076,La Plata,Buenos Aires,7923,AR
1346,Calle 4281,Mendoza,Mendoza,3839,AR
1347,Calle 9473,La Plata,Buenos Aires,5096,AR
1348,Calle 4933,CABA,Buenos Aires,8555,AR
1349,Calle 1574,La Plata,Buenos Aires,6132,AR
1350,Calle 5859,San Rafael,Mendoza,8643,AR
1351,Calle 454,Godoy Cruz,Mendoza,2448,AR
1352,Calle 3976,Villa Carlos Paz,Córdoba,3085,AR
1353,Calle 878,Santa Fe,Santa Fe,1097,AR
1354,Calle 7541,Rafaela,Santa Fe,5426,AR
1355,Calle 4761,CABA,Buenos Aires,1997,AR
1356,Calle 8370,Río Cuarto,Córdoba,4359,AR
1357,Calle 8116,Mar del Plata,Buenos Aires,5929,AR
1358,Calle 7946,Córdoba,Córdoba,2879,AR
1359,Calle 1984,Mar del Plata,Buenos Aires,4347,AR
1360,Calle 7272,Mar del Plata,Buenos Aires,5913,AR
1361,Calle 3850,CABA,Buenos Aires,3018,AR
1362,Calle 3028,CABA,Buenos Aires,3797,AR
1363,Calle 3283,Río Cuarto,Córdoba,5742,AR
1364,Calle 6019,Godoy Cruz,Mendoza,7321,AR
1365,Calle 2428,La Plata,Buenos Aires,2968,AR
1366,Calle 4961,Mar del Plata,Buenos Aires,1698,AR
1367,Calle 7510,Godoy Cruz,Mendoza,6861,AR
1368,Calle 3454,Rafaela,Santa Fe,9405,AR
1369,Calle 5765,CABA,Buenos Aires,8528,AR
1370,Calle 4964,Mar del Plata,Buenos Aires,7168,AR
1371,Calle 9438,Córdoba,Córdoba,3120,AR
1372,Calle 5704,Río Cuarto,Córdoba,2107,AR
1373,Calle 2608,Mar del Plata,Buenos Aires,9182,AR
1374,Calle 3877,CABA,Buenos Aires,7882,AR
1375,Calle 1876,La Plata,Buenos Aires,8234,AR
1376,Calle 2852,Córdoba,Córdoba,7187,AR
1377,Calle 9118,San Rafael,Mendoza,9046,AR
1378,Calle 3297,Córdoba,Córdoba,9659,AR
1379,Calle 1577,CABA,Buenos Aires,1085,AR
1380,Calle 8956,Rafaela,Santa Fe,9653,AR
1381,Calle 9345,CABA,Buenos Aires,6840,AR
1382,Calle 7191,Rosario,Santa Fe,2161,AR
1383,Calle 4887,Mar del Plata,Buenos Aires,4777,AR
1384,Calle 370,Villa Carlos Paz,Córdoba,7396,AR
1385,Calle 4720,CABA,Buenos Aires,9482,AR
1386,Calle 929,Mar del Plata,Buenos Aires,8716,AR
1387,Calle 5539,Córdoba,Córdoba,6481,AR
1388,Calle 5401,Mar del Plata,Buenos Aires,9086,AR
1389,Calle 9995,Rafaela,Santa Fe,2159,AR
1390,Calle 1321,Río Cuarto,Córdoba,5432,AR
1391,Calle 8317,La Plata,Buenos Aires,8069,AR
1392,Calle 352,CABA,Buenos Aires,9752,AR
1393,Calle 297,Río Cuarto,Córdoba,7342,AR
1394,Calle 6994,Villa Carlos Paz,Córdoba,8175,AR
1395,Calle 5764,Santa Fe,Santa Fe,1949,AR
1396,Calle 165,Mar del Plata,Buenos Aires,1244,AR
1397,Calle 929,Rosario,Santa Fe,5630,AR
1398,Calle 4002,Mar del Plata,Buenos Aires,8843,AR
1399,Calle 4100,Córdoba,Córdoba,6848,AR
1400,Calle 6012,La Plata,Buenos Aires,9631,AR
1401,Calle 8249,Mar del Plata,Buenos Aires,7731,AR
1402,Calle 2247,CABA,Buenos Aires,4453,AR
1403,Calle 588,CABA,Buenos Aires,8434,AR
1404,Calle 4429,CABA,Buenos Aires,5921,AR
1405,Calle 6291,Mar del Plata,Buenos Aires,7302,AR
1406,Calle 6215,CABA,Buenos Aires,9724,AR
1407,Calle 8873,Córdoba,Córdoba,5301,AR
1408,Calle 7112,Santa Fe,Santa Fe,2789,AR
1409,Calle 4710,Mar del Plata,Buenos Aires,9501,AR
1410,Calle 7657,La Plata,Buenos Aires,1248,AR
1411,Calle 1402,Santa Fe,Santa Fe,6530,AR
1412,Calle 5927,La Plata,Buenos Aires,1202,AR
1413,Calle 5260,Mar del Plata,Buenos Aires,8581,AR
1414,Calle 607,La Plata,Buenos Aires,7694,AR
1415,Calle 4530,Córdoba,Córdoba,2049,AR
1416,Calle 4253,La Plata,Buenos Aires,3858,AR
1417,Calle 813,Rafaela,Santa Fe,4018,AR
1418,Calle 5200,Rafaela,Santa Fe,1996,AR
1419,Calle 5790,Mendoza,Mendoza,4845,AR
1420,Calle 7272,Mar del Plata,Buenos Aires,4882,AR
1421,Calle 6816,La Plata,Buenos Aires,5638,AR
1422,Calle 5903,Mar del Plata,Buenos Aires,8711,AR
1423,Calle 6035,Córdoba,Córdoba,1418,AR
1424,Calle 8369,Villa Carlos Paz,Córdoba,4520,AR
1425,Calle 2459,Rosario,Santa Fe,2266,AR
1426,Calle 8983,Río Cuarto,Córdoba,9646,AR
1427,Calle 8593,Río Cuarto,Córdoba,5410,AR
1428,Calle 3999,Santa Fe,Santa Fe,4782,AR
1429,Calle 3950,CABA,Buenos Aires,6929,AR
1430,Calle 1253,Mar del Plata,Buenos Aires,4774,AR
1431,Calle 9329,Rosario,Santa Fe,7678,AR
1432,Calle 5597,Villa Carlos Paz,Córdoba,7692,AR
1433,Calle 9438,CABA,Buenos Aires,3947,AR
1434,Calle 6859,CABA,Buenos Aires,2654,AR
1435,Calle 393,Santa Fe,Santa Fe,3168,AR
1436,Calle 6920,Santa Fe,Santa Fe,4955,AR
1437,Calle 9691,La Plata,Buenos Aires,1741,AR
1438,Calle 7355,Villa Carlos Paz,Córdoba,8138,AR
1439,Calle 2206,Rafaela,Santa Fe,3494,AR
1440,Calle 7431,Villa Carlos Paz,Córdoba,3895,AR
1441,Calle 1588,Villa Carlos Paz,Córdoba,6588,AR
1442,Calle 9500,Río Cuarto,Córdoba,6288,AR
1443,Calle 2347,CABA,Buenos Aires,8053,AR
1444,Calle 5151,Mar del Plata,Buenos Aires,3713,AR
1445,Calle 7192,La Plata,Buenos Aires,5250,AR
1446,Calle 4566,San Rafael,Mendoza,9334,AR
1447,Calle 8845,CABA,Buenos Aires,9001,AR
1448,Calle 9358,La Plata,Buenos Aires,9534,AR
1449,Calle 1796,Santa Fe,Santa Fe,8281,AR
1450,Calle 2242,CABA,Buenos Aires,6795,AR
1451,Calle 1219,Córdoba,Córdoba,5523,AR
1452,Calle 1214,Río Cuarto,Córdoba,1628,AR
1453,Calle 8541,Mar del Plata,Buenos Aires,1130,AR
1454,Calle 3608,La Plata,Buenos Aires,8702,AR
1455,Calle 8139,CABA,Buenos Aires,2453,AR
1456,Calle 3510,Rafaela,Santa Fe,9039,AR
1457,Calle 2919,Río Cuarto,Córdoba,7230,AR
1458,Calle 8692,Villa Carlos Paz,Córdoba,4799,AR
1459,Calle 6426,Villa Carlos Paz,Córdoba,5840,AR
1460,Calle 6875,La Plata,Buenos Aires,7960,AR
1461,Calle 1861,La Plata,Buenos Aires,3098,AR
1462,Calle 9848,Santa Fe,Santa Fe,1474,AR
1463,Calle 6702,CABA,Buenos Aires,5286,AR
1464,Calle 6967,La Plata,Buenos Aires,5396,AR
1465,Calle 748,Villa Carlos Paz,Córdoba,4625,AR
1466,Calle 1808,Mar del Plata,Buenos Aires,3117,AR
